case,x,v_x_0
h=0,0.2732,0.24110897332036588
h=0,0.2736,0.24142332476722142
h=0,0.274,0.24173751099442933
h=0,0.27440000000000003,0.24205153181027297
h=0,0.2748,0.2423653870231589
h=0,0.2752,0.24267907644161818
h=0,0.2756,0.2429925998743054
h=0,0.276,0.2433059571299999
h=0,0.27640000000000003,0.24361914801760587
h=0,0.2768,0.24393217234615341
h=0,0.2772,0.24424502992479716
h=0,0.2776,0.24455772056281763
h=0,0.278,0.24487024406962235
h=0,0.27840000000000004,0.24518260025474542
h=0,0.2788,0.24549478892784724
h=0,0.2792,0.24580680989871492
h=0,0.2796,0.24611866297726454
h=0,0.28,0.24643034797353944
h=0,0.28040000000000004,0.24674186469771106
h=0,0.2808,0.24705321296007943
h=0,0.2812,0.2473643925710739
h=0,0.2816,0.24767540334125235
h=0,0.28200000000000003,0.24798624508130326
h=0,0.28240000000000004,0.24829691760204387
h=0,0.2828,0.2486074207144224
h=0,0.2832,0.24891775422951773
h=0,0.2836,0.249227917958539
h=0,0.28400000000000003,0.24953791171282738
h=0,0.2844,0.2498477353038545
h=0,0.2848,0.25015738854322617
h=0,0.2852,0.2504668712426778
h=0,0.2856,0.2507761832140786
h=0,0.28600000000000003,0.25108532426943114
h=0,0.2864,0.25139429422087
h=0,0.2868,0.2517030928806653
h=0,0.2872,0.2520117200612185
h=0,0.2876,0.2523201755750674
h=0,0.28800000000000003,0.252628459234884
h=0,0.2884,0.2529365708534739
h=0,0.2888,0.25324451024377936
h=0,0.2892,0.25355227721887796
h=0,0.2896,0.2538598715919826
h=0,0.29000000000000004,0.2541672931764432
h=0,0.2904,0.25447454178574525
